state	sex	pop2000	age	pop2008 
Michigan	F	54854	57	66447
Michigan	F	48250	58	64625
Michigan	F	43764	59	62933
Michigan	F	41851	60	61653
Michigan	F	40483	61	65181
Michigan	F	39464	62	47015
Michigan	F	37748	63	46424
Michigan	F	37391	64	47031
Michigan	F	37137	65	49658
Michigan	F	34142	66	43208
Michigan	F	34749	67	38925
Michigan	F	35351	68	36906
Michigan	F	35845	69	35698
Michigan	F	36178	70	34571
Michigan	F	34419	71	32785
Michigan	F	35277	72	32309
Michigan	F	34576	73	31746
Michigan	F	33709	74	28674
Michigan	F	33667	75	28587
Michigan	F	32025	76	28657
Michigan	F	30431	77	28414
Michigan	F	29572	78	28234
Michigan	F	28318	79	26024
Michigan	F	26113	80	26003
Michigan	F	23376	81	25049
Michigan	F	22906	82	23476
Michigan	F	20069	83	22887
Michigan	F	18572	84	20921
Michigan	F	102613	85	127739
Missouri	M	37718	0	42265
Missouri	M	37899	1	42096
Missouri	M	38005	2	40604
Missouri	M	37232	3	39598
Missouri	M	38252	4	39946
Missouri	M	38937	5	38943
Missouri	M	39737	6	39018
Missouri	M	40618	7	39208
Missouri	M	41512	8	38707
Missouri	M	42225	9	38820
Missouri	M	43326	10	39255
Missouri	M	42479	11	38481
Missouri	M	41785	12	39624
Missouri	M	41618	13	40190
Missouri	M	42849	14	41097
Missouri	M	42726	15	41900
Missouri	M	42196	16	42964
Missouri	M	42465	17	43185
Missouri	M	41374	18	41004
Missouri	M	40609	19	40011
Missouri	M	39768	20	39123
Missouri	M	37881	21	38993
Missouri	M	35921	22	40163
Missouri	M	35257	23	40614
Missouri	M	33675	24	39682
Missouri	M	34539	25	39895
Missouri	M	33265	26	42495
Missouri	M	34174	27	41701
Missouri	M	36243	28	42284
Missouri	M	38778	29	40411
Missouri	M	39028	30	37648
Missouri	M	36751	31	36483
Missouri	M	35560	32	35073
Missouri	M	36369	33	35947
Missouri	M	37685	34	34138
Missouri	M	41509	35	35490
Missouri	M	42854	36	36892
Missouri	M	43694	37	39766
Missouri	M	44223	38	40131
Missouri	M	44918	39	37672
Missouri	M	45777	40	36563
Missouri	M	44062	41	37278
Missouri	M	43900	42	38176
Missouri	M	43442	43	42094
Missouri	M	42088	44	43453
Missouri	M	41937	45	44263
Missouri	M	40301	46	44597
Missouri	M	38320	47	45067
Missouri	M	37831	48	45767
Missouri	M	36239	49	43783
Missouri	M	35879	50	43537
Missouri	M	35290	51	42933
Missouri	M	34943	52	41426
Missouri	M	37070	53	41052
Missouri	M	27189	54	39301
Missouri	M	27752	55	37137
Missouri	M	28111	56	36767
Missouri	M	28859	57	35023
Missouri	M	26265	58	34674
Missouri	M	24355	59	33732
Missouri	M	23336	60	33345
Missouri	M	22753	61	35148
Missouri	M	21782	62	25372
Missouri	M	20800	63	25807
Missouri	M	20711	64	25874
Missouri	M	20450	65	26209
Missouri	M	19027	66	23371
Missouri	M	18939	67	21221
Missouri	M	18333	68	19912
Missouri	M	17835	69	19246
Missouri	M	17698	70	17962
Missouri	M	16917	71	16790
Missouri	M	16872	72	16538
Missouri	M	16331	73	15976
Missouri	M	15285	74	14428
Missouri	M	14700	75	14109
Missouri	M	13802	76	13256
Missouri	M	12726	77	12492
Missouri	M	12166	78	12159
Missouri	M	10864	79	11211
Missouri	M	9832	80	10733
Missouri	M	8271	81	10095
Missouri	M	7717	82	9034
Missouri	M	6558	83	8296
Missouri	M	5999	84	7551
Missouri	M	27319	85	37266
Missouri	F	35817	0	40094
Missouri	F	35918	1	40064
Missouri	F	36169	2	38724
Missouri	F	35913	3	38141
Missouri	F	36751	4	37918
Missouri	F	36766	5	37346
Missouri	F	37660	6	37451
Missouri	F	38884	7	38149
Missouri	F	39880	8	37066
Missouri	F	40695	9	37096
Missouri	F	41325	10	37515
Missouri	F	40213	11	37214
Missouri	F	39772	12	38210
Missouri	F	39768	13	38183
Missouri	F	40347	14	39013
Missouri	F	40546	15	40239
Missouri	F	39809	16	41254
Missouri	F	39950	17	41730
Missouri	F	40550	18	39030
Missouri	F	41252	19	38672
Missouri	F	40894	20	38342
Missouri	F	38061	21	37555
Missouri	F	36421	22	39936
Missouri	F	35902	23	39913
Missouri	F	34007	24	39662
Missouri	F	35195	25	39237
Missouri	F	33839	26	42646
Missouri	F	35063	27	43257
Missouri	F	36912	28	42988
Missouri	F	39241	29	42002
Nevada	F	13053	14	17279
Nevada	F	12870	15	17330
Nevada	F	12439	16	17566
Nevada	F	12310	17	17225
Nevada	F	12128	18	15235
Nevada	F	11911	19	12268
Nevada	F	12213	20	11886
Nevada	F	12031	21	13037
Nevada	F	12444	22	14683
Nevada	F	12774	23	16433
Nevada	F	12830	24	17134
Nevada	F	13419	25	17406
Nevada	F	13374	26	17789
Nevada	F	13865	27	19412
Nevada	F	14802	28	20564
Nevada	F	15936	29	19458
Nevada	F	15972	30	18966
Nevada	F	15127	31	17581
Nevada	F	14859	32	17499
Nevada	F	14550	33	17544
Nevada	F	14789	34	17490
Nevada	F	15721	35	17444
Nevada	F	16119	36	18484
Nevada	F	15601	37	19252
Nevada	F	15736	38	18972
Nevada	F	15890	39	18093
Nevada	F	15804	40	17417
Nevada	F	15052	41	17206
Nevada	F	15292	42	17531
Nevada	F	15215	43	18351
Nevada	F	14726	44	18805
Nevada	F	15001	45	18180
Nevada	F	14553	46	18275
Nevada	F	13840	47	18580
Nevada	F	13332	48	18275
Nevada	F	13225	49	17435
Nevada	F	13564	50	17759
Nevada	F	13238	51	17664
Nevada	F	13498	52	17161
Nevada	F	14238	53	17314
Nevada	F	10915	54	16874
Nevada	F	11092	55	16183
Nevada	F	11064	56	15797
Nevada	F	11522	57	15603
Nevada	F	9989	58	15921
Nevada	F	9593	59	15522
Nevada	F	9357	60	15894
Nevada	F	8648	61	15801
Nevada	F	8567	62	12475
Nevada	F	8094	63	12462
Nevada	F	7872	64	12082
Nevada	F	7927	65	12490
Nevada	F	7188	66	10409
Nevada	F	7058	67	9830
Nevada	F	6735	68	9380
Nevada	F	6877	69	8609
Nevada	F	6913	70	8248
Nevada	F	6181	71	7590
Nevada	F	6379	72	7285
Nevada	F	6002	73	7137
Nevada	F	5900	74	6526
Nevada	F	5671	75	6383
Nevada	F	5295	76	5782
Nevada	F	4881	77	5908
Nevada	F	4584	78	5844
Nevada	F	4124	79	5125
Nevada	F	3810	80	5122
Nevada	F	3218	81	4673
Nevada	F	3034	82	4337
Nevada	F	2586	83	4114
Nevada	F	2341	84	3750
Nevada	F	11557	85	19286
Washington	M	40420	0	45086
Washington	M	40234	1	44959
Washington	M	40595	2	44767
Washington	M	40268	3	43262
Washington	M	40807	4	43428
Washington	M	41637	5	42499
Washington	M	42192	6	42176
Washington	M	44008	7	43088
Washington	M	44802	8	42455
Washington	M	45186	9	42192
Washington	M	46432	10	42659
Washington	M	44773	11	42433
Washington	M	44315	12	42820
Washington	M	43847	13	43468
Washington	M	44488	14	43906
Washington	M	44896	15	45701
Washington	M	44424	16	46734
Washington	M	44704	17	47181
Washington	M	43838	18	45672
Washington	M	41042	19	41462
Washington	M	40763	20	42112
Washington	M	38388	21	41217
Washington	M	36816	22	43151
Washington	M	37374	23	45452
Washington	M	36504	24	46704
Washington	M	38154	25	46306
Washington	M	36831	26	48332
Washington	M	37186	27	50153
Washington	M	40641	28	48434
Washington	M	44062	29	47671
Washington	M	46760	30	44997
Washington	M	44263	31	44215
Washington	M	42287	32	42546
Washington	M	41225	33	44154
Washington	M	42309	34	42089
Washington	M	45801	35	41762
Washington	M	46901	36	45118
Washington	M	47501	37	47438
Washington	M	47776	38	49742
Washington	M	48616	39	46849
Washington	M	50233	40	44723
Washington	M	47940	41	43561
Washington	M	49384	42	44802
Washington	M	49079	43	48234
Washington	M	47454	44	48414
Washington	M	48144	45	49335
Washington	M	46390	46	49147
Washington	M	45630	47	49883
Washington	M	43584	48	51702
Washington	M	42261	49	48744
Washington	M	42591	50	49976
Washington	M	40738	51	49155
Washington	M	39862	52	47905
Washington	M	42513	53	48195
Washington	M	31167	54	46036
Washington	M	31096	55	45123
Washington	M	30516	56	42942
Washington	M	30737	57	41408
Washington	M	26660	58	41485
Washington	M	24444	59	39809
Washington	M	23267	60	38546
Washington	M	21835	61	40944
Washington	M	21211	62	29745
Washington	M	19636	63	29761
Washington	M	18664	64	28835
Washington	M	18427	65	28955
Washington	M	16883	66	24746
Washington	M	16482	67	22576
Washington	M	16166	68	21136
Washington	M	16244	69	19668
Washington	M	15965	70	18928
Washington	M	14981	71	17272
Washington	M	14457	72	16305
Washington	M	13859	73	15703
Washington	M	13438	74	14213
Washington	M	13300	75	13453
Washington	M	12702	76	13063
Washington	M	11809	77	12770
Washington	M	11769	78	12145
Washington	M	10791	79	11085
Washington	M	9911	80	10358
Washington	M	8492	81	9506
Washington	M	7891	82	8815
Washington	M	6729	83	8388
Washington	M	6096	84	7508
Washington	M	26653	85	39486
Washington	F	38342	0	43120
Washington	F	38345	1	43219
Washington	F	38549	2	42733
Washington	F	38464	3	41021
Washington	F	38822	4	41524
Washington	F	39707	5	40617
Washington	F	40086	6	40390
Washington	F	41406	7	41247
Washington	F	42565	8	40236
Washington	F	43026	9	40326
Washington	F	43691	10	40607
Washington	F	42395	11	40614
Washington	F	42182	12	40790
Washington	F	41939	13	41657
Washington	F	42628	14	41844
Washington	F	42414	15	43039
Washington	F	41540	16	44265
Washington	F	41773	17	45097
Washington	F	41041	18	41547
Washington	F	40718	19	39158
Washington	F	40354	20	39065
Washington	F	37859	21	38919
Washington	F	37318	22	42310
Washington	F	37095	23	43312
Washington	F	36120	24	43556
Washington	F	37594	25	43307
Washington	F	36520	26	46318
Washington	F	37257	27	48774
Washington	F	40045	28	49009
Washington	F	43222	29	47552
Washington	F	45513	30	44033
Washington	F	42761	31	42746
Washington	F	41759	32	41612
Washington	F	41364	33	42767
Washington	F	42193	34	41529
Washington	F	45651	35	41892
Washington	F	46959	36	44009
Washington	F	48065	37	47110
Washington	F	48413	38	48448
Washington	F	49412	39	45683
Washington	F	49993	40	44505
Washington	F	48535	41	43421
Washington	F	49360	42	44192
Washington	F	49365	43	47684
Washington	F	48104	44	48412
Washington	F	48610	45	49404
Washington	F	47451	46	49996
Washington	F	46581	47	50723
Washington	F	43965	48	51260
Washington	F	43459	49	49831
Missouri	F	39423	30	37347
Missouri	F	36966	31	37328
Missouri	F	36440	32	35027
Missouri	F	37390	33	35971
Missouri	F	38385	34	34324
Missouri	F	42177	35	35995
Missouri	F	43893	36	37910
Missouri	F	44446	37	40311
Missouri	F	45248	38	40368
Missouri	F	46391	39	37655
Missouri	F	46642	40	37579
Missouri	F	44828	41	38297
Missouri	F	45198	42	39572
Missouri	F	45461	43	42933
Missouri	F	43196	44	44766
Missouri	F	43160	45	44736
Missouri	F	41863	46	45854
Missouri	F	39930	47	47120
Missouri	F	39573	48	47093
Missouri	F	38617	49	45036
Missouri	F	37778	50	45288
Missouri	F	37059	51	45703
Missouri	F	36576	52	43016
Missouri	F	39245	53	43227
Missouri	F	29336	54	41705
Missouri	F	29530	55	39482
Missouri	F	30020	56	39335
Missouri	F	31206	57	38263
Missouri	F	28204	58	37218
Missouri	F	26564	59	36402
Missouri	F	25543	60	35728
Missouri	F	24695	61	38190
Missouri	F	24076	62	28464
Missouri	F	22959	63	28469
Missouri	F	22747	64	28694
Missouri	F	23029	65	29485
Missouri	F	21902	66	26260
Missouri	F	21879	67	24352
Missouri	F	21670	68	23078
Missouri	F	21556	69	22053
Missouri	F	21702	70	21382
Missouri	F	20780	71	20157
Missouri	F	21140	72	19638
Missouri	F	20659	73	19680
Missouri	F	19979	74	18414
Missouri	F	20168	75	18021
Missouri	F	19229	76	17702
Missouri	F	18452	77	17263
Missouri	F	18213	78	17201
Missouri	F	17001	79	15968
Missouri	F	16142	80	15990
Missouri	F	14523	81	15189
Missouri	F	13704	82	14145
Missouri	F	12550	83	14077
Missouri	F	11756	84	12913
Missouri	F	72153	85	84412
North Carolina	M	57058	0	68632
North Carolina	M	55868	1	69182
North Carolina	M	54967	2	66195
North Carolina	M	53963	3	65476
North Carolina	M	54652	4	64198
North Carolina	M	55808	5	64246
North Carolina	M	56048	6	64453
North Carolina	M	57330	7	66096
North Carolina	M	58531	8	62662
North Carolina	M	59683	9	61728
North Carolina	M	60087	10	60929
North Carolina	M	57433	11	60051
North Carolina	M	56057	12	60632
North Carolina	M	54839	13	61680
North Carolina	M	54175	14	61644
North Carolina	M	54640	15	62380
North Carolina	M	52467	16	63186
North Carolina	M	53700	17	64735
North Carolina	M	54928	18	65129
North Carolina	M	55535	19	60358
North Carolina	M	57099	20	60045
North Carolina	M	54484	21	59271
North Carolina	M	54154	22	58611
North Carolina	M	53183	23	58381
North Carolina	M	52431	24	58793
North Carolina	M	55683	25	59022
North Carolina	M	54777	26	57489
North Carolina	M	56915	27	57699
North Carolina	M	59678	28	60502
North Carolina	M	63016	29	57042
North Carolina	M	63768	30	59001
North Carolina	M	59781	31	58754
North Carolina	M	58489	32	57683
North Carolina	M	57714	33	60215
North Carolina	M	59018	34	59691
North Carolina	M	62789	35	62394
North Carolina	M	63820	36	65222
North Carolina	M	63005	37	68014
North Carolina	M	63348	38	69066
North Carolina	M	63280	39	64307
North Carolina	M	64351	40	63117
North Carolina	M	61495	41	62618
North Carolina	M	61873	42	63887
North Carolina	M	61547	43	67086
North Carolina	M	58850	44	67602
North Carolina	M	59127	45	67372
North Carolina	M	57555	46	67338
North Carolina	M	55128	47	66905
North Carolina	M	54231	48	67298
North Carolina	M	52438	49	64023
North Carolina	M	52916	50	64717
North Carolina	M	51816	51	64095
North Carolina	M	52155	52	61380
North Carolina	M	54702	53	60351
North Carolina	M	41289	54	59072
North Carolina	M	40943	55	56460
North Carolina	M	40548	56	55733
North Carolina	M	41515	57	53519
North Carolina	M	36465	58	53628
North Carolina	M	34196	59	52697
North Carolina	M	33214	60	53053
North Carolina	M	31148	61	54641
North Carolina	M	30594	62	41203
North Carolina	M	29044	63	40390
North Carolina	M	28976	64	39965
North Carolina	M	28924	65	40251
North Carolina	M	26095	66	34251
North Carolina	M	25705	67	31407
North Carolina	M	24586	68	29845
North Carolina	M	23675	69	27347
North Carolina	M	23750	70	26431
North Carolina	M	22857	71	24300
North Carolina	M	22025	72	23557
North Carolina	M	20831	73	23095
North Carolina	M	19331	74	20242
North Carolina	M	18976	75	19741
North Carolina	M	17326	76	18328
North Carolina	M	15468	77	17189
North Carolina	M	14830	78	16857
North Carolina	M	13561	79	15485
North Carolina	M	11830	80	14546
North Carolina	M	9969	81	13222
North Carolina	M	8901	82	11735
North Carolina	M	7636	83	11083
North Carolina	M	6614	84	9746
North Carolina	M	27820	85	45074
North Carolina	F	54957	0	65616
North Carolina	F	52831	1	65830
North Carolina	F	52043	2	63424
North Carolina	F	51668	3	62507
North Carolina	F	51947	4	61763
North Carolina	F	52660	5	60663
North Carolina	F	53368	6	61529
North Carolina	F	54876	7	63075
North Carolina	F	55428	8	60433
North Carolina	F	56660	9	58563
North Carolina	F	57831	10	57776
North Carolina	F	55158	11	57467
North Carolina	F	54108	12	57649
North Carolina	F	52533	13	58258
North Carolina	F	52009	14	58652
North Carolina	F	51296	15	60165
North Carolina	F	49397	16	60459
North Carolina	F	50519	17	61700
North Carolina	F	53287	18	63462
North Carolina	F	56332	19	59628
North Carolina	F	57113	20	59337
North Carolina	F	55141	21	58627
North Carolina	F	53973	22	58312
North Carolina	F	53188	23	57823
North Carolina	F	52287	24	56712
North Carolina	F	55514	25	59091
North Carolina	F	54548	26	58117
North Carolina	F	56413	27	63638
North Carolina	F	60061	28	63388
North Carolina	F	63972	29	62540
North Carolina	F	63782	30	62040
North Carolina	F	59775	31	61138
North Carolina	F	59039	32	60399
North Carolina	F	59269	33	62576
North Carolina	F	59811	34	61255
North Carolina	F	64406	35	63200
North Carolina	F	65817	36	67146
North Carolina	F	65920	37	70404
North Carolina	F	65281	38	70141
North Carolina	F	65960	39	65775
North Carolina	F	66558	40	64198
North Carolina	F	64392	41	65214
North Carolina	F	64513	42	65442
North Carolina	F	64095	43	69710
North Carolina	F	62106	44	70689
North Carolina	F	61907	45	70829
North Carolina	F	60702	46	69570
North Carolina	F	58708	47	70596
North Carolina	F	57602	48	70745
North Carolina	F	55716	49	67850
North Carolina	F	55772	50	68321
North Carolina	F	54686	51	67247
Arizona	M	40415	0	54792
Arizona	M	39228	1	54029
Arizona	M	39212	2	52591
Arizona	M	38916	3	51355
Arizona	M	39110	4	50827
Arizona	M	39650	5	50082
Arizona	M	38953	6	48977
Arizona	M	40152	7	49406
Arizona	M	40408	8	46495
Arizona	M	40753	9	45374
Arizona	M	41617	10	45579
Arizona	M	39516	11	45538
Arizona	M	38700	12	45687
Arizona	M	38065	13	46333
Arizona	M	38005	14	45276
Arizona	M	37883	15	46672
Arizona	M	36966	16	46755
Arizona	M	37784	17	47176
Arizona	M	38465	18	46328
Arizona	M	39094	19	42349
Arizona	M	39150	20	42088
Arizona	M	37301	21	42750
Arizona	M	36865	22	44831
Arizona	M	37183	23	46231
Arizona	M	36895	24	47512
Arizona	M	38562	25	49851
Arizona	M	36932	26	50193
Arizona	M	37282	27	51645
Arizona	M	38762	28	51906
Arizona	M	40690	29	49644
Arizona	M	41499	30	47549
Arizona	M	38215	31	46967
Arizona	M	37145	32	45784
Arizona	M	36225	33	45697
Arizona	M	36814	34	43775
Arizona	M	39733	35	44041
Arizona	M	39417	36	45405
Arizona	M	39077	37	47012
Arizona	M	39778	38	47546
Arizona	M	39073	39	43569
Arizona	M	40754	40	42707
Arizona	M	37888	41	41609
Arizona	M	38036	42	41813
Arizona	M	36931	43	45594
Arizona	M	35402	44	44771
Arizona	M	35975	45	43751
Arizona	M	33790	46	44700
Arizona	M	32485	47	43154
Arizona	M	31574	48	45062
Arizona	M	31024	49	41739
Arizona	M	31477	50	42078
Arizona	M	29981	51	40628
Arizona	M	30041	52	38975
Arizona	M	31054	53	39359
Arizona	M	23718	54	37151
Arizona	M	24311	55	36186
Arizona	M	23674	56	34972
Arizona	M	24398	57	34442
Arizona	M	21933	58	35007
Arizona	M	20409	59	33847
Arizona	M	20572	60	34418
Arizona	M	19693	61	34125
Arizona	M	19766	62	26916
Arizona	M	18922	63	27189
Arizona	M	18868	64	26970
Arizona	M	19329	65	27211
Arizona	M	17666	66	24406
Arizona	M	17983	67	22388
Arizona	M	17748	68	22189
Arizona	M	17723	69	20642
Arizona	M	18239	70	20151
Arizona	M	16551	71	18764
Arizona	M	16324	72	18112
Arizona	M	15470	73	18236
Arizona	M	15205	74	16102
Arizona	M	14614	75	16201
Arizona	M	13498	76	15597
Arizona	M	12563	77	15112
Arizona	M	11941	78	15492
Arizona	M	11251	79	13457
Arizona	M	9981	80	13149
Arizona	M	8383	81	11785
Arizona	M	7880	82	11461
Arizona	M	6674	83	10432
Arizona	M	5781	84	9276
Arizona	M	23493	85	47368
Arizona	F	38644	0	52059
Arizona	F	37943	1	51917
Arizona	F	36667	2	49739
Arizona	F	37219	3	50073
Arizona	F	37488	4	48528
Arizona	F	37645	5	48140
Arizona	F	37725	6	47392
Arizona	F	38201	7	47442
Arizona	F	38415	8	44441
Arizona	F	38809	9	44108
Arizona	F	39378	10	42689
Arizona	F	37389	11	43450
Arizona	F	36855	12	43754
Arizona	F	36255	13	43782
Arizona	F	36092	14	43703
Arizona	F	35698	15	44241
Arizona	F	34343	16	44175
Arizona	F	35034	17	44632
Arizona	F	36085	18	42076
Arizona	F	36501	19	39006
Arizona	F	36678	20	38213
Arizona	F	34121	21	38006
Arizona	F	33581	22	40498
Arizona	F	34358	23	42771
Arizona	F	33580	24	42902
Arizona	F	35373	25	43238
Arizona	F	34271	26	46416
Arizona	F	34479	27	46744
Arizona	F	36066	28	47740
Arizona	F	37889	29	46236
Arizona	F	38453	30	43535
Arizona	F	35389	31	43121
Arizona	F	34602	32	41398
Arizona	F	34102	33	42630
Arizona	F	34928	34	41333
Arizona	F	38157	35	41200
Arizona	F	38590	36	42821
Arizona	F	38359	37	44610
Arizona	F	39059	38	44535
Arizona	F	38826	39	41006
Arizona	F	39733	40	40482
Arizona	F	37758	41	39656
Arizona	F	37885	42	40538
Arizona	F	37210	43	43880
Arizona	F	35827	44	44436
Arizona	F	35948	45	43643
Arizona	F	35270	46	44797
Arizona	F	33799	47	44326
Arizona	F	32925	48	45008
Arizona	F	32205	49	43058
Arizona	F	32638	50	43345
Arizona	F	31556	51	42288
Arizona	F	31568	52	40643
Arizona	F	32841	53	41016
Arizona	F	25268	54	40317
Arizona	F	25982	55	38803
Arizona	F	25914	56	38152
Arizona	F	27099	57	37417
Arizona	F	24760	58	38006
Arizona	F	22769	59	36999
Arizona	F	22799	60	37440
Arizona	F	21758	61	37525
Arizona	F	21393	62	29368
Arizona	F	21048	63	30009
Arizona	F	20679	64	29962
Arizona	F	20972	65	30696
Arizona	F	19488	66	27837
Arizona	F	19500	67	25328
Arizona	F	19451	68	25077
Arizona	F	19479	69	23309
Arizona	F	20008	70	22260
Arizona	F	18471	71	21643
Arizona	F	18775	72	20572
Arizona	F	18387	73	20579
Arizona	F	17980	74	19009
Arizona	F	17984	75	18628
Arizona	F	17207	76	18346
Arizona	F	16017	77	17848
Arizona	F	15484	78	18210
Arizona	F	14543	79	16360
Arizona	F	12953	80	16290
Arizona	F	11709	81	15520
Arizona	F	11162	82	14670
Arizona	F	9318	83	14179
Arizona	F	8593	84	13064
Arizona	F	46108	85	75617
Arkansas	M	18616	0	21165
Arkansas	M	18353	1	21400
Arkansas	M	18626	2	20379
Arkansas	M	18534	3	20227
Arkansas	M	18437	4	19831
Arkansas	M	18309	5	19883
Arkansas	M	18428	6	19740
Arkansas	M	19009	7	19896
Arkansas	M	19585	8	19477
Arkansas	M	20120	9	19142
Arkansas	M	20339	10	19355
Arkansas	M	19869	11	19371
Arkansas	M	19904	12	19362
Arkansas	M	19529	13	19240
Arkansas	M	19982	14	19286
Arkansas	M	20357	15	19839
Arkansas	M	20528	16	20515
Arkansas	M	20715	17	20962
Arkansas	M	20177	18	20090
Arkansas	M	20530	19	19566
Arkansas	M	20111	20	18905
Arkansas	M	18692	21	18445
Arkansas	M	17989	22	18846
Arkansas	M	17577	23	18763
Arkansas	M	17153	24	19005
Arkansas	M	17413	25	19481
Arkansas	M	17089	26	19033
Arkansas	M	17165	27	20975
Arkansas	M	17457	28	21487
Arkansas	M	18580	29	19707
Arkansas	M	18406	30	18607
Arkansas	M	17500	31	18286
Arkansas	M	16933	32	17622
Arkansas	M	16729	33	17374
Arkansas	M	17652	34	17510
Arkansas	M	19334	35	17825
Arkansas	M	19655	36	17840
Arkansas	M	19551	37	19066
Arkansas	M	19445	38	18814
Arkansas	M	19847	39	17884
Arkansas	M	20029	40	17329
Arkansas	M	19519	41	17089
Arkansas	M	19588	42	18160
Arkansas	M	19535	43	19600
Arkansas	M	18873	44	19956
Arkansas	M	18742	45	20159
Arkansas	M	18415	46	19718
Arkansas	M	17829	47	19994
Arkansas	M	17417	48	20036
Arkansas	M	17005	49	19447
Arkansas	M	17183	50	19303
Arkansas	M	17082	51	19366
Arkansas	M	16944	52	18660
Arkansas	M	18009	53	18565
Arkansas	M	13658	54	18084
Arkansas	M	13934	55	17587
Arkansas	M	13967	56	17298
Arkansas	M	14186	57	16764
Arkansas	M	13016	58	16848
Arkansas	M	12272	59	16750
Arkansas	M	12187	60	16798
Arkansas	M	11153	61	17289
Arkansas	M	11432	62	13234
Arkansas	M	10621	63	13427
Arkansas	M	10743	64	13290
Arkansas	M	10654	65	13314
Arkansas	M	10025	66	11939
Arkansas	M	9613	67	10991
Arkansas	M	9359	68	10691
Arkansas	M	8961	69	9633
Arkansas	M	8916	70	9597
Arkansas	M	8352	71	8677
Arkansas	M	8054	72	8570
Arkansas	M	8235	73	8227
Arkansas	M	7570	74	7661
Arkansas	M	7462	75	7159
Arkansas	M	6627	76	6865
Arkansas	M	6286	77	6340
Arkansas	M	5699	78	6258
Arkansas	M	5460	79	5680
Arkansas	M	5097	80	5223
Arkansas	M	4278	81	5213
Arkansas	M	3985	82	4382
Arkansas	M	3331	83	4286
Arkansas	M	2993	84	3670
Arkansas	M	13758	85	19337
Arkansas	F	17814	0	20344
Arkansas	F	17664	1	20526
Arkansas	F	17703	2	19586
Arkansas	F	17762	3	19520
Arkansas	F	17941	4	19092
Arkansas	F	17651	5	18542
Arkansas	F	17700	6	19218
Arkansas	F	18164	7	18676
Arkansas	F	18428	8	18575
Arkansas	F	18866	9	18408
Arkansas	F	19304	10	18478
Arkansas	F	18669	11	18490
Arkansas	F	18540	12	18809
Arkansas	F	18722	13	18545
Arkansas	F	18754	14	18510
Arkansas	F	19088	15	19080
Arkansas	F	19133	16	19313
Arkansas	F	19227	17	19698
Arkansas	F	19352	18	19401
Arkansas	F	19975	19	18525
Arkansas	F	19619	20	17565
Arkansas	F	18554	21	17767
Arkansas	F	18159	22	18246
Arkansas	F	17226	23	18647
Arkansas	F	16739	24	18397
Arkansas	F	17132	25	18198
Arkansas	F	16655	26	18750
Arkansas	F	17044	27	21393
Arkansas	F	17544	28	21554
Arkansas	F	18535	29	20025
Arkansas	F	18417	30	19047
Arkansas	F	17458	31	17473
Arkansas	F	17088	32	17196
Arkansas	F	17028	33	18082
Arkansas	F	17816	34	17149
Arkansas	F	19522	35	17660
Arkansas	F	20351	36	18255
Arkansas	F	20412	37	19298
Arkansas	F	19904	38	19280
Arkansas	F	20350	39	17985
Arkansas	F	20391	40	17696
Arkansas	F	19943	41	17663
Arkansas	F	19676	42	18472
Arkansas	F	20405	43	20254
Arkansas	F	19724	44	20946
Arkansas	F	19661	45	20849
Arkansas	F	19492	46	20182
Arkansas	F	18373	47	20569
Arkansas	F	18027	48	20678
Arkansas	F	17804	49	20009
Arkansas	F	17811	50	19881
Arkansas	F	17758	51	20534
Arkansas	F	17466	52	19780
Arkansas	F	18951	53	19902
Arkansas	F	14347	54	19796
Arkansas	F	14885	55	18652
Arkansas	F	14926	56	18347
Arkansas	F	15190	57	18162
Arkansas	F	14206	58	18024
Arkansas	F	13627	59	17972
Arkansas	F	13068	60	17838
Arkansas	F	12640	61	18919
Arkansas	F	12479	62	14361
Arkansas	F	11665	63	14757
Arkansas	F	11901	64	14729
Arkansas	F	12051	65	14771
Arkansas	F	11098	66	13539
Arkansas	F	11295	67	12768
Arkansas	F	10962	68	11955
Arkansas	F	10838	69	11429
Arkansas	F	10792	70	11060
Arkansas	F	10348	71	10122
Arkansas	F	10322	72	10159
Arkansas	F	10243	73	10221
Arkansas	F	10125	74	9277
Arkansas	F	9786	75	9271
Arkansas	F	9345	76	8879
Arkansas	F	8794	77	8589
Arkansas	F	8743	78	8495
Arkansas	F	8425	79	8056
Arkansas	F	8054	80	7824
Arkansas	F	7121	81	7521
Arkansas	F	6558	82	7164
Arkansas	F	5980	83	6723
Arkansas	F	5651	84	6331
Arkansas	F	33198	85	39338
Colorado	M	31697	0	38122
Colorado	M	30729	1	37382
Colorado	M	30026	2	36322
Colorado	M	30125	3	36100
Colorado	M	30544	4	35428
Colorado	M	30978	5	35547
Colorado	M	30875	6	35150
Colorado	M	31682	7	34947
Colorado	M	32195	8	33217
Colorado	M	32521	9	32427
Colorado	M	33240	10	31804
Colorado	M	31940	11	32018
Colorado	M	32108	12	32294
Colorado	M	32224	13	32684
Colorado	M	31898	14	32577
Colorado	M	32096	15	33283
Colorado	M	31446	16	33938
Colorado	M	32109	17	34241
Colorado	M	31962	18	33422
Colorado	M	32346	19	31607
Colorado	M	32424	20	32686
Colorado	M	31628	21	33688
Colorado	M	30920	22	34916
Colorado	M	31804	23	36439
Colorado	M	31536	24	36707
Colorado	M	33544	25	38467
Colorado	M	32494	26	38740
Colorado	M	32846	27	41359
Colorado	M	34769	28	40250
